Patient_ID,First_Name,Last_Name,Gender,Age,Date_of_Birth,Blood_Group,Marital_Status,Phone_Number,Email,Address,City,State,Country,Pincode,Height_cm,Weight_kg,BMI,Smoking_Status,Alcohol_Consumption,Chronic_Condition,Primary_Doctor_ID,Insurance_Provider,Insurance_Policy_No,Registration_Date
P06679,Rahul,Mehta,Male,30,1995-03-29,A-,Single,9530379684,user6679@mail.com,Local Address,Nashik,Maharashtra,India,408491,180,62,19.1,Yes,Occasionally,Diabetes,D104,New India Assurance,POL634641,2022-02-10
P06680,Rohan,Singh,Female,38,1987-10-23,A-,Single,9944592268,user6680@mail.com,Local Address,Nashik,Maharashtra,India,408815,154,82,34.6,Yes,No,Thyroid,D102,ICICI Lombard,POL316536,2021-01-21
P06681,Pooja,Iyer,Female,48,1977-12-13,AB-,Married,9444480427,user6681@mail.com,Local Address,Navi Mumbai,Maharashtra,India,400295,169,74,25.9,No,No,Asthma,D100,Reliance General,POL339726,2022-04-20
P06682,Neha,Iyer,Male,46,1979-05-16,AB+,Single,9070951641,user6682@mail.com,Local Address,Pune,Maharashtra,India,406280,152,78,33.8,No,Occasionally,None,D102,Star Health,POL445521,2020-05-15
P06683,Sneha,Sharma,Female,58,1967-04-19,AB+,Married,9811476880,user6683@mail.com,Local Address,Navi Mumbai,Maharashtra,India,404014,178,60,18.9,Yes,No,Asthma,D105,New India Assurance,POL672459,2022-12-10
P06684,Amit,Verma,Female,55,1970-07-22,O+,Single,9983445051,user6684@mail.com,Local Address,Mumbai,Maharashtra,India,410370,154,89,37.5,No,No,None,D110,ICICI Lombard,POL376816,2022-05-01
P06685,Pooja,Gupta,Female,52,1973-02-08,AB+,Married,9714027346,user6685@mail.com,Local Address,Nagpur,Maharashtra,India,405746,174,70,23.1,No,No,Hypertension,D104,Star Health,POL570556,2020-01-21
P06686,Suresh,Singh,Female,29,1996-10-25,O-,Single,9316661454,user6686@mail.com,Local Address,Navi Mumbai,Maharashtra,India,404141,166,81,29.4,No,No,Diabetes,D104,Reliance General,POL344383,2022-08-05
P06687,Vikas,Patil,Female,30,1995-04-25,B+,Single,9574788610,user6687@mail.com,Local Address,Navi Mumbai,Maharashtra,India,410417,154,68,28.7,No,Occasionally,None,D106,New India Assurance,POL654193,2020-02-17
P06688,Suresh,Nair,Male,29,1996-06-06,O-,Married,9963818952,user6688@mail.com,Local Address,Navi Mumbai,Maharashtra,India,404531,155,74,30.8,Yes,No,Diabetes,D102,HDFC Ergo,POL912748,2020-10-29
P06689,Kavita,Sharma,Male,44,1981-10-13,A-,Married,9217742136,user6689@mail.com,Local Address,Navi Mumbai,Maharashtra,India,401462,152,84,36.4,No,Occasionally,None,D101,Reliance General,POL491953,2023-02-21
P06690,Amit,Iyer,Female,57,1968-02-08,A-,Single,9358931184,user6690@mail.com,Local Address,Nashik,Maharashtra,India,404059,158,50,20.0,No,No,None,D107,HDFC Ergo,POL375156,2020-06-28
P06691,Amit,Mehta,Female,45,1980-10-14,A-,Single,9570266751,user6691@mail.com,Local Address,Pune,Maharashtra,India,407382,172,79,26.7,No,No,Hypertension,D107,Reliance General,POL696586,2023-03-30
P06692,Neha,Joshi,Male,49,1976-08-26,O+,Married,9004008710,user6692@mail.com,Local Address,Mumbai,Maharashtra,India,408380,173,80,26.7,Yes,No,None,D104,HDFC Ergo,POL650333,2022-04-08
P06693,Anjali,Iyer,Female,37,1988-04-10,AB-,Single,9664118984,user6693@mail.com,Local Address,Pune,Maharashtra,India,403573,150,88,39.1,No,No,Thyroid,D104,HDFC Ergo,POL853715,2020-08-18
P06694,Neha,Nair,Male,34,1991-10-15,AB+,Married,9871554409,user6694@mail.com,Local Address,Mumbai,Maharashtra,India,408611,163,89,33.5,No,Occasionally,Thyroid,D106,New India Assurance,POL214063,2022-04-17
P06695,Rohan,Gupta,Male,51,1974-02-04,AB+,Single,9570223592,user6695@mail.com,Local Address,Nashik,Maharashtra,India,406663,170,81,28.0,Yes,No,None,D110,New India Assurance,POL328464,2022-07-26
P06696,Neha,Gupta,Male,28,1997-08-20,B-,Single,9853924062,user6696@mail.com,Local Address,Nashik,Maharashtra,India,404885,160,53,20.7,No,No,Asthma,D109,Star Health,POL391842,2023-01-22
P06697,Amit,Sharma,Female,44,1981-03-13,O+,Married,9258702840,user6697@mail.com,Local Address,Nagpur,Maharashtra,India,409784,151,77,33.8,Yes,Occasionally,Thyroid,D106,HDFC Ergo,POL630039,2021-09-16
P06698,Rohan,Sharma,Female,57,1968-04-20,B-,Single,9608533361,user6698@mail.com,Local Address,Pune,Maharashtra,India,401223,178,85,26.8,No,No,None,D105,Star Health,POL475867,2023-11-03
P06699,Anjali,Gupta,Male,33,1992-08-02,A-,Married,9496206862,user6699@mail.com,Local Address,Mumbai,Maharashtra,India,410278,174,57,18.8,Yes,No,Diabetes,D109,Reliance General,POL359321,2021-08-13
P06700,Rohan,Mehta,Male,52,1973-05-31,A-,Single,9800215679,user6700@mail.com,Local Address,Mumbai,Maharashtra,India,404642,157,87,35.3,Yes,Occasionally,None,D102,ICICI Lombard,POL722899,2023-02-12
P06701,Suresh,Mehta,Female,39,1986-11-26,AB+,Single,9627007404,user6701@mail.com,Local Address,Pune,Maharashtra,India,408107,162,88,33.5,No,No,Diabetes,D102,HDFC Ergo,POL514743,2022-10-01
P06702,Suresh,Verma,Female,50,1975-03-18,B-,Single,9858808166,user6702@mail.com,Local Address,Pune,Maharashtra,India,406118,170,85,29.4,Yes,Occasionally,Hypertension,D110,HDFC Ergo,POL913295,2020-04-14
P06703,Suresh,Verma,Female,51,1974-03-23,B+,Married,9024903726,user6703@mail.com,Local Address,Nashik,Maharashtra,India,405197,161,68,26.2,No,No,Hypertension,D104,HDFC Ergo,POL143876,2020-06-26
P06704,Neha,Verma,Male,40,1985-09-02,O-,Single,9774591961,user6704@mail.com,Local Address,Nagpur,Maharashtra,India,407457,168,83,29.4,No,Occasionally,Asthma,D110,Star Health,POL416016,2020-10-21
P06705,Vikas,Iyer,Female,32,1993-03-23,AB-,Married,9934278491,user6705@mail.com,Local Address,Mumbai,Maharashtra,India,401573,164,50,18.6,No,No,Diabetes,D103,Star Health,POL806688,2022-07-28
P06706,Kavita,Joshi,Male,37,1988-12-09,O+,Married,9885861669,user6706@mail.com,Local Address,Nagpur,Maharashtra,India,410564,150,89,39.6,Yes,No,Asthma,D109,Star Health,POL178157,2022-09-19
P06707,Kavita,Mehta,Female,58,1967-05-31,B+,Single,9261607116,user6707@mail.com,Local Address,Nashik,Maharashtra,India,400512,171,84,28.7,No,No,Thyroid,D109,Reliance General,POL241668,2022-11-16
P06708,Rahul,Nair,Male,49,1976-08-15,O-,Single,9213084104,user6708@mail.com,Local Address,Pune,Maharashtra,India,402661,153,64,27.3,Yes,No,Diabetes,D103,HDFC Ergo,POL602091,2023-03-24
P06709,Anjali,Singh,Female,50,1975-10-08,A-,Married,9617928593,user6709@mail.com,Local Address,Nagpur,Maharashtra,India,409534,175,68,22.2,No,Occasionally,Hypertension,D110,ICICI Lombard,POL834537,2022-02-04
P06710,Amit,Kulkarni,Male,56,1969-04-14,O+,Married,9795952022,user6710@mail.com,Local Address,Nashik,Maharashtra,India,400548,167,62,22.2,No,Occasionally,Thyroid,D100,Star Health,POL854164,2020-02-02
P06711,Anjali,Singh,Male,56,1969-05-05,AB+,Single,9160860066,user6711@mail.com,Local Address,Pune,Maharashtra,India,409768,177,73,23.3,Yes,No,Diabetes,D108,Star Health,POL441403,2023-08-05
P06712,Vikas,Mehta,Male,39,1986-02-06,AB+,Single,9471160789,user6712@mail.com,Local Address,Mumbai,Maharashtra,India,406440,161,83,32.0,Yes,No,Hypertension,D110,HDFC Ergo,POL180877,2021-09-01
P06713,Amit,Sharma,Female,30,1995-03-28,AB+,Single,9407129756,user6713@mail.com,Local Address,Nagpur,Maharashtra,India,401288,162,81,30.9,Yes,No,None,D105,Reliance General,POL534625,2023-05-16
P06714,Vikas,Iyer,Female,27,1998-01-13,B-,Single,9091833978,user6714@mail.com,Local Address,Mumbai,Maharashtra,India,406454,153,83,35.5,No,Occasionally,Thyroid,D101,ICICI Lombard,POL404912,2021-07-12
P06715,Pooja,Verma,Male,29,1996-06-07,B-,Single,9876608074,user6715@mail.com,Local Address,Navi Mumbai,Maharashtra,India,406274,171,54,18.5,Yes,No,Hypertension,D100,ICICI Lombard,POL547962,2021-05-12
P06716,Rahul,Kulkarni,Female,48,1977-07-23,B-,Single,9705944862,user6716@mail.com,Local Address,Nagpur,Maharashtra,India,409313,177,84,26.8,Yes,Occasionally,Diabetes,D103,Reliance General,POL734457,2021-06-30
P06717,Suresh,Joshi,Female,46,1979-03-29,O-,Single,9076253156,user6717@mail.com,Local Address,Mumbai,Maharashtra,India,403241,152,59,25.5,No,No,Diabetes,D106,HDFC Ergo,POL252095,2020-04-10
P06718,Neha,Gupta,Female,39,1986-03-23,B-,Single,9730437963,user6718@mail.com,Local Address,Navi Mumbai,Maharashtra,India,401127,167,65,23.3,No,No,Thyroid,D106,ICICI Lombard,POL424910,2020-02-13
P06719,Sneha,Sharma,Female,53,1972-01-20,A+,Single,9283376040,user6719@mail.com,Local Address,Nashik,Maharashtra,India,405148,155,70,29.1,No,No,Asthma,D110,ICICI Lombard,POL943055,2021-10-27
P06720,Pooja,Mehta,Female,56,1969-03-18,A+,Single,9000811347,user6720@mail.com,Local Address,Pune,Maharashtra,India,407963,156,68,27.9,Yes,Occasionally,None,D105,ICICI Lombard,POL931085,2020-10-15
P06721,Rahul,Iyer,Male,43,1982-10-07,B+,Single,9133455953,user6721@mail.com,Local Address,Pune,Maharashtra,India,407406,167,89,31.9,Yes,Occasionally,Diabetes,D105,HDFC Ergo,POL189385,2023-07-04
P06722,Amit,Kulkarni,Male,33,1992-06-26,B-,Married,9091612920,user6722@mail.com,Local Address,Nagpur,Maharashtra,India,409648,163,64,24.1,No,No,Thyroid,D101,Star Health,POL827121,2023-11-13
P06723,Rohan,Sharma,Male,58,1967-12-19,AB+,Married,9864527559,user6723@mail.com,Local Address,Mumbai,Maharashtra,India,403591,169,87,30.5,No,Occasionally,Asthma,D103,ICICI Lombard,POL903990,2021-11-27
P06724,Anjali,Nair,Male,60,1965-06-08,A+,Single,9843498092,user6724@mail.com,Local Address,Nashik,Maharashtra,India,410849,159,70,27.7,Yes,No,Hypertension,D107,Star Health,POL816093,2020-11-27
P06725,Anjali,Gupta,Female,59,1966-08-25,AB+,Married,9166987288,user6725@mail.com,Local Address,Navi Mumbai,Maharashtra,India,403911,165,75,27.5,No,No,Asthma,D102,Reliance General,POL813364,2023-09-06
P06726,Vikas,Gupta,Female,29,1996-11-03,O+,Married,9645062418,user6726@mail.com,Local Address,Pune,Maharashtra,India,403486,170,83,28.7,Yes,Occasionally,Thyroid,D108,New India Assurance,POL760772,2020-06-24
P06727,Anjali,Nair,Female,55,1970-03-09,A+,Married,9787399421,user6727@mail.com,Local Address,Nashik,Maharashtra,India,403047,173,82,27.4,No,No,Hypertension,D110,Reliance General,POL980059,2023-06-21
P06728,Pooja,Joshi,Male,49,1976-02-03,O+,Single,9456784420,user6728@mail.com,Local Address,Navi Mumbai,Maharashtra,India,410576,166,76,27.6,No,Occasionally,Thyroid,D103,ICICI Lombard,POL970092,2021-01-26
P06729,Neha,Verma,Male,44,1981-07-31,AB-,Single,9158052761,user6729@mail.com,Local Address,Nagpur,Maharashtra,India,405107,167,50,17.9,Yes,Occasionally,Hypertension,D100,Reliance General,POL617531,2021-11-27
P06730,Amit,Nair,Female,52,1973-01-10,A-,Single,9579919731,user6730@mail.com,Local Address,Nagpur,Maharashtra,India,408865,152,90,39.0,Yes,Occasionally,Asthma,D104,ICICI Lombard,POL853957,2021-11-05
P06731,Neha,Mehta,Male,47,1978-05-07,AB+,Single,9891583694,user6731@mail.com,Local Address,Mumbai,Maharashtra,India,404261,170,63,21.8,Yes,No,None,D107,Star Health,POL379436,2023-08-25
P06732,Rahul,Gupta,Male,56,1969-04-22,B+,Single,9145546932,user6732@mail.com,Local Address,Navi Mumbai,Maharashtra,India,401390,166,72,26.1,Yes,Occasionally,Asthma,D108,ICICI Lombard,POL220854,2022-10-01
P06733,Neha,Mehta,Female,46,1979-07-21,B+,Married,9523423254,user6733@mail.com,Local Address,Navi Mumbai,Maharashtra,India,400678,156,89,36.6,No,Occasionally,Thyroid,D101,New India Assurance,POL735837,2021-02-06
P06734,Amit,Sharma,Male,37,1988-02-20,B-,Married,9592661180,user6734@mail.com,Local Address,Navi Mumbai,Maharashtra,India,410295,155,56,23.3,Yes,No,Asthma,D107,Reliance General,POL756613,2020-06-18
P06735,Sneha,Patil,Female,53,1972-03-16,AB+,Single,9527301434,user6735@mail.com,Local Address,Mumbai,Maharashtra,India,404796,161,86,33.2,Yes,Occasionally,None,D107,HDFC Ergo,POL859169,2023-03-04
P06736,Amit,Sharma,Female,58,1967-04-12,A-,Single,9830890698,user6736@mail.com,Local Address,Pune,Maharashtra,India,409589,166,89,32.3,No,No,Thyroid,D104,Star Health,POL763316,2022-10-01
P06737,Suresh,Singh,Female,40,1985-06-15,A+,Married,9001012605,user6737@mail.com,Local Address,Navi Mumbai,Maharashtra,India,403443,173,74,24.7,Yes,No,None,D103,New India Assurance,POL637274,2022-01-03
P06738,Rohan,Nair,Male,42,1983-12-28,A+,Single,9656365649,user6738@mail.com,Local Address,Pune,Maharashtra,India,402241,163,50,18.8,No,Occasionally,Thyroid,D105,Star Health,POL700332,2022-07-09
P06739,Amit,Nair,Male,41,1984-04-28,AB+,Married,9395582798,user6739@mail.com,Local Address,Nashik,Maharashtra,India,408971,168,51,18.1,Yes,No,Hypertension,D109,New India Assurance,POL684738,2022-01-10
P06740,Rohan,Joshi,Female,28,1997-01-24,A+,Single,9659094477,user6740@mail.com,Local Address,Mumbai,Maharashtra,India,402801,158,55,22.0,Yes,No,Thyroid,D110,Reliance General,POL976139,2023-08-23
P06741,Anjali,Gupta,Female,30,1995-07-06,A+,Single,9563914062,user6741@mail.com,Local Address,Mumbai,Maharashtra,India,403194,167,55,19.7,No,No,Hypertension,D100,New India Assurance,POL790060,2023-06-14
P06742,Rahul,Mehta,Male,49,1976-02-12,B-,Single,9890450619,user6742@mail.com,Local Address,Nashik,Maharashtra,India,403789,171,74,25.3,Yes,No,Asthma,D104,Star Health,POL915936,2022-02-23
P06743,Pooja,Patil,Female,38,1987-02-18,AB-,Single,9241173549,user6743@mail.com,Local Address,Mumbai,Maharashtra,India,400097,153,73,31.2,Yes,No,Diabetes,D109,New India Assurance,POL137662,2021-03-05
P06744,Vikas,Verma,Female,45,1980-12-04,A-,Married,9077245264,user6744@mail.com,Local Address,Nagpur,Maharashtra,India,401974,177,74,23.6,No,No,None,D105,Reliance General,POL503861,2022-09-14
P06745,Anjali,Sharma,Male,58,1967-03-29,O+,Married,9008852176,user6745@mail.com,Local Address,Mumbai,Maharashtra,India,407982,167,70,25.1,No,No,None,D110,Reliance General,POL554876,2023-11-26
P06746,Sneha,Gupta,Male,54,1971-09-29,B-,Married,9755483467,user6746@mail.com,Local Address,Nagpur,Maharashtra,India,406726,161,72,27.8,Yes,No,Hypertension,D107,New India Assurance,POL485126,2021-05-10
P06747,Rahul,Iyer,Male,39,1986-12-22,A+,Single,9602713869,user6747@mail.com,Local Address,Pune,Maharashtra,India,406601,170,77,26.6,No,No,Asthma,D110,ICICI Lombard,POL774604,2023-08-28
P06748,Pooja,Joshi,Male,54,1971-04-06,A+,Single,9148780510,user6748@mail.com,Local Address,Nashik,Maharashtra,India,401568,151,78,34.2,Yes,No,Thyroid,D106,New India Assurance,POL515423,2020-12-29
P06749,Vikas,Nair,Male,47,1978-08-17,A-,Married,9454115066,user6749@mail.com,Local Address,Nashik,Maharashtra,India,405911,168,53,18.8,Yes,Occasionally,Diabetes,D110,Star Health,POL127972,2024-02-06
P06750,Neha,Iyer,Male,49,1976-07-25,AB+,Single,9567595398,user6750@mail.com,Local Address,Nagpur,Maharashtra,India,401245,162,63,24.0,No,Occasionally,Hypertension,D103,New India Assurance,POL645592,2020-04-20
P06751,Rohan,Singh,Female,43,1982-08-17,B+,Married,9134102219,user6751@mail.com,Local Address,Nashik,Maharashtra,India,410254,159,64,25.3,No,No,Thyroid,D101,Star Health,POL239020,2020-07-31
P06752,Pooja,Joshi,Female,53,1972-11-13,AB+,Single,9655379902,user6752@mail.com,Local Address,Mumbai,Maharashtra,India,409735,155,54,22.5,Yes,No,Diabetes,D107,Star Health,POL945327,2022-12-04
P06753,Vikas,Kulkarni,Male,40,1985-10-10,B-,Married,9059860209,user6753@mail.com,Local Address,Nashik,Maharashtra,India,405521,155,81,33.7,Yes,No,Diabetes,D103,ICICI Lombard,POL379666,2021-04-08
P06754,Anjali,Gupta,Female,33,1992-08-24,B-,Single,9490977486,user6754@mail.com,Local Address,Navi Mumbai,Maharashtra,India,402496,179,51,15.9,Yes,No,None,D104,ICICI Lombard,POL848718,2022-09-27
P06755,Pooja,Joshi,Male,38,1987-02-14,B+,Married,9846181615,user6755@mail.com,Local Address,Nagpur,Maharashtra,India,410577,155,52,21.6,No,Occasionally,Diabetes,D107,HDFC Ergo,POL159928,2021-02-10
P06756,Kavita,Gupta,Female,37,1988-12-20,AB-,Single,9460243994,user6756@mail.com,Local Address,Pune,Maharashtra,India,405281,151,84,36.8,No,Occasionally,None,D108,Star Health,POL419377,2023-01-30
P06757,Rahul,Patil,Male,57,1968-12-16,A+,Single,9782426926,user6757@mail.com,Local Address,Pune,Maharashtra,India,409319,161,53,20.4,Yes,No,Hypertension,D103,Star Health,POL830524,2020-12-06
P06758,Suresh,Iyer,Male,44,1981-08-28,O-,Married,9426048965,user6758@mail.com,Local Address,Pune,Maharashtra,India,405379,166,52,18.9,Yes,Occasionally,Hypertension,D103,HDFC Ergo,POL449471,2020-05-19
P06759,Sneha,Singh,Male,48,1977-06-25,A-,Single,9296571422,user6759@mail.com,Local Address,Mumbai,Maharashtra,India,409794,156,72,29.6,No,No,Hypertension,D104,New India Assurance,POL992276,2021-07-06
P06760,Kavita,Patil,Female,33,1992-11-26,B+,Married,9657307101,user6760@mail.com,Local Address,Nashik,Maharashtra,India,404551,158,76,30.4,Yes,Occasionally,Diabetes,D107,HDFC Ergo,POL790281,2023-07-10
P06761,Neha,Mehta,Female,29,1996-01-11,B-,Married,9322126105,user6761@mail.com,Local Address,Mumbai,Maharashtra,India,407637,156,76,31.2,Yes,Occasionally,None,D102,Reliance General,POL259589,2023-02-08
P06762,Sneha,Sharma,Male,30,1995-07-11,B-,Married,9808471080,user6762@mail.com,Local Address,Nagpur,Maharashtra,India,405601,172,53,17.9,Yes,No,Hypertension,D108,ICICI Lombard,POL564133,2023-09-20
P06763,Vikas,Singh,Female,28,1997-06-11,O+,Married,9954688634,user6763@mail.com,Local Address,Nagpur,Maharashtra,India,401526,180,59,18.2,Yes,Occasionally,Diabetes,D109,Star Health,POL783143,2020-05-20
P06764,Pooja,Verma,Male,36,1989-10-24,AB+,Single,9149406775,user6764@mail.com,Local Address,Nagpur,Maharashtra,India,407669,178,63,19.9,No,No,Diabetes,D105,Star Health,POL581624,2020-03-25
P06765,Suresh,Nair,Male,58,1967-07-15,O-,Single,9650442531,user6765@mail.com,Local Address,Pune,Maharashtra,India,403835,155,58,24.1,Yes,No,Diabetes,D104,Star Health,POL410510,2021-04-23
P06766,Anjali,Verma,Male,46,1979-03-11,O-,Single,9010227380,user6766@mail.com,Local Address,Navi Mumbai,Maharashtra,India,405257,153,60,25.6,No,Occasionally,None,D110,Reliance General,POL577339,2020-09-22
P06767,Rohan,Kulkarni,Male,53,1972-01-25,AB+,Married,9823390268,user6767@mail.com,Local Address,Mumbai,Maharashtra,India,408839,153,80,34.2,Yes,Occasionally,Hypertension,D103,New India Assurance,POL274615,2023-05-25
P06768,Rohan,Kulkarni,Male,38,1987-04-26,AB-,Married,9768238160,user6768@mail.com,Local Address,Mumbai,Maharashtra,India,400533,170,69,23.9,Yes,Occasionally,Hypertension,D106,Reliance General,POL559840,2020-06-23
P06769,Rahul,Gupta,Male,39,1986-06-04,O+,Single,9848568349,user6769@mail.com,Local Address,Nashik,Maharashtra,India,403188,179,81,25.3,No,Occasionally,Hypertension,D105,Star Health,POL531938,2021-01-14
P06770,Kavita,Gupta,Female,38,1987-08-07,O+,Single,9851674750,user6770@mail.com,Local Address,Nagpur,Maharashtra,India,407346,157,50,20.3,Yes,No,Thyroid,D103,New India Assurance,POL864630,2021-12-25
P06771,Rahul,Kulkarni,Male,28,1997-02-15,O+,Single,9486720419,user6771@mail.com,Local Address,Nagpur,Maharashtra,India,407377,172,76,25.7,Yes,Occasionally,None,D107,HDFC Ergo,POL121084,2022-06-26
P06772,Rahul,Singh,Male,50,1975-03-30,A+,Married,9498483148,user6772@mail.com,Local Address,Nagpur,Maharashtra,India,409413,171,60,20.5,Yes,Occasionally,Hypertension,D108,ICICI Lombard,POL425656,2022-10-08
P06773,Vikas,Kulkarni,Female,42,1983-04-22,B-,Single,9923703332,user6773@mail.com,Local Address,Mumbai,Maharashtra,India,405869,179,78,24.3,No,Occasionally,Asthma,D101,ICICI Lombard,POL733324,2021-01-17
P06774,Vikas,Singh,Female,40,1985-05-04,AB-,Married,9298943989,user6774@mail.com,Local Address,Pune,Maharashtra,India,403485,170,50,17.3,Yes,Occasionally,Asthma,D101,Reliance General,POL595518,2021-06-15
P06775,Rahul,Patil,Female,30,1995-12-16,B-,Single,9269510886,user6775@mail.com,Local Address,Nashik,Maharashtra,India,408235,169,90,31.5,No,Occasionally,Thyroid,D104,New India Assurance,POL591176,2021-12-24
P06776,Amit,Patil,Male,51,1974-04-10,O-,Single,9290346795,user6776@mail.com,Local Address,Nagpur,Maharashtra,India,400372,151,67,29.4,Yes,Occasionally,Diabetes,D102,ICICI Lombard,POL507923,2023-07-26
P06777,Amit,Joshi,Male,38,1987-10-16,AB-,Married,9387598487,user6777@mail.com,Local Address,Mumbai,Maharashtra,India,409060,161,62,23.9,No,Occasionally,None,D103,ICICI Lombard,POL896424,2022-10-06
P06778,Suresh,Sharma,Female,36,1989-09-06,O-,Single,9737265912,user6778@mail.com,Local Address,Nagpur,Maharashtra,India,405528,157,87,35.3,Yes,No,Asthma,D108,Star Health,POL704741,2021-03-13
P06779,Kavita,Sharma,Female,44,1981-05-09,AB+,Married,9722636884,user6779@mail.com,Local Address,Nagpur,Maharashtra,India,406425,168,75,26.6,No,No,Hypertension,D102,Star Health,POL492027,2021-07-23
P06780,Suresh,Verma,Male,28,1997-12-13,O-,Single,9017292058,user6780@mail.com,Local Address,Mumbai,Maharashtra,India,401358,168,65,23.0,Yes,No,Thyroid,D101,New India Assurance,POL353122,2020-10-30
P06781,Rohan,Nair,Female,36,1989-05-20,B+,Married,9086983175,user6781@mail.com,Local Address,Navi Mumbai,Maharashtra,India,406476,175,78,25.5,No,Occasionally,None,D107,Star Health,POL635872,2023-08-07
P06782,Anjali,Iyer,Male,59,1966-01-30,B+,Single,9786640359,user6782@mail.com,Local Address,Mumbai,Maharashtra,India,404573,171,84,28.7,No,No,Diabetes,D104,Star Health,POL667111,2020-01-25
